transaction_amount,user_avg_amount,new_recipient,transaction_frequency,transaction_hour,fraud_label
47216.63,14254.45,1,2,12,0
46041.95,10075.66,0,2,6,0
10631.87,9725.78,0,4,5,0
10111.26,3916.2,0,2,4,0
1742.74,8085.06,0,2,7,0
26538.66,9290.38,0,2,23,0
1971.46,5678.17,0,3,7,0
11836.88,8799.43,0,9,9,0
25075.96,7269.68,1,2,2,0
16228.25,16783.67,1,3,21,0
17288.98,12737.47,1,2,22,0
15867.5,17769.49,0,3,0,0
6586.24,6688.26,0,5,19,0
44852.52,16498.05,0,4,12,0
28521.43,6243.3,1,5,16,0
9376.83,7379.24,0,5,12,0
5134.37,14314.94,1,7,8,1
91270.68,12769.75,0,2,23,1
11353.71,7112.1,0,2,21,0
1339.22,13866.87,1,2,8,0
40490.08,9476.08,0,3,23,1
1467.65,3173.68,0,12,21,0
32617.31,7715.58,1,2,0,0
7230.99,9404.56,1,4,19,0
6071.49,5575.83,0,2,19,0
23936.48,17851.5,0,3,18,0
10636.3,11294.62,0,15,8,0
6839.16,12895.68,0,2,2,0
29256.06,6419.02,0,3,2,0
5141.4,3917.89,0,2,22,0
16591.55,17424.72,1,8,13,0
2619.46,2399.97,0,11,9,0
107401.01,8719.35,0,3,20,1
1585.96,6095.68,0,10,19,0
3039.1,13820.96,1,15,14,0
3574.46,5484.58,0,5,14,0
11069.51,14082.74,0,2,7,0
5972.11,12115.86,1,7,10,0
41315.89,12703.26,0,2,5,0
8409.99,5555.08,1,1,21,0
5075.38,9612.97,1,5,19,1
2814.67,3444.95,0,4,14,0
21587.22,15556.77,0,6,8,0
5876.19,5476.12,0,1,21,0
18451.28,13904.38,1,3,15,0
14236.81,11092.3,1,6,23,1
6960.75,12469.12,0,4,20,0
7049.08,11020.08,1,2,13,0
18846.63,16189.36,0,4,21,0
16262.51,12887.09,1,2,16,0
3558.8,3306.54,1,3,19,0
974.78,1903.44,0,4,15,0
21162.25,13129.07,0,2,14,0
12858.98,12183.57,1,5,16,0
10310.96,10580.11,0,1,12,0
15646.67,17072.45,0,6,22,0
8355.36,11797.29,1,2,8,0
1685.32,1613.49,0,2,14,0
18033.02,11907.81,0,3,22,0
44363.55,10170.07,0,2,8,0
14424.24,17779.42,1,1,9,0
21644.73,13141.18,0,1,21,0
13249.9,10317.91,0,1,18,0
2355.44,10307.41,1,4,12,0
16531.39,16667.34,0,3,20,0
3297.39,3293.01,0,5,10,0
3890.72,4689.09,0,15,12,0
27553.88,8378.67,0,5,21,0
12138.0,15248.54,1,1,19,0
2555.97,1907.14,1,9,10,0
20636.64,16499.31,0,4,10,0
4627.21,9131.39,1,4,8,0
108373.86,16391.75,0,4,9,0
20480.75,10689.88,0,3,19,0
10117.69,10433.21,0,4,20,0
780.34,4623.92,1,7,16,0
41636.25,13583.27,0,2,18,0
75746.53,16680.39,1,1,17,1
8788.75,6384.54,0,4,20,0
18931.73,16312.56,0,4,18,0
13234.11,13445.54,0,3,11,0
21914.46,16918.03,1,2,9,0
682.17,6248.85,0,2,18,0
35063.81,12315.08,0,7,20,0
61703.9,17099.43,0,8,8,0
166838.37,11582.58,0,2,7,0
13059.39,15956.3,1,5,18,0
21396.86,15133.82,1,4,5,1
11948.46,8784.88,1,2,20,0
17900.59,7863.08,1,1,3,1
4114.11,3593.29,0,12,3,0
13979.6,16187.19,0,2,9,0
19717.57,14613.38,0,4,17,0
168349.37,14720.86,1,6,10,0
2299.61,12654.31,0,1,19,0
4644.39,14895.86,0,2,9,0
83030.99,17508.33,0,13,17,0
30380.4,3524.11,0,1,7,0
3871.32,10945.1,1,3,13,0
193707.2,14709.52,1,1,16,0
3331.44,3412.05,0,5,13,0
58741.1,4028.02,0,4,11,1
1685.81,2105.75,1,14,14,1
7030.71,8959.98,0,9,7,0
7007.92,6471.79,0,14,12,0
17950.63,15447.22,0,7,0,0
10868.82,11710.14,0,5,1,0
3816.59,4877.16,1,3,23,0
8243.3,8167.75,0,6,9,0
7290.21,5980.83,0,2,6,0
20611.82,13658.58,0,4,10,0
15511.8,16785.74,1,9,15,0
60479.81,16213.33,0,3,22,0
12691.74,8816.33,0,8,15,0
3797.94,13669.55,0,1,8,0
2834.57,9927.97,0,3,2,1
192662.77,13888.71,1,7,15,0
94253.68,12074.66,1,2,19,0
2183.45,7818.49,0,5,7,0
22201.83,14539.01,0,13,20,0
11321.85,2532.42,1,2,10,1
13409.74,17636.98,1,4,9,0
6093.84,9321.93,1,8,16,0
13755.4,13262.38,0,4,7,0
2055.27,2380.02,0,7,1,0
13806.85,17315.5,0,1,2,0
8366.76,6556.93,0,13,21,0
2491.31,8348.5,0,2,16,0
185110.37,12951.74,1,1,20,0
25760.29,16353.07,0,7,16,0
23795.18,5258.88,0,9,3,0
67431.67,12406.79,0,6,1,0
25447.64,3910.66,0,2,13,0
8094.08,7549.04,0,4,21,0
26870.83,16767.96,1,4,14,0
15464.32,17463.91,1,1,9,0
3158.96,3419.98,1,1,15,0
8706.02,12222.47,0,7,0,0
7630.21,6161.82,0,1,10,0
1616.02,1980.5,1,4,11,1
23197.18,16955.05,0,4,15,0
6368.1,5874.62,0,6,2,0
761.5,2033.43,1,4,14,0
7992.96,11052.52,0,2,11,0
972.41,7912.43,0,4,11,0
5550.68,9903.68,0,6,18,0
5704.89,15556.9,0,7,11,0
71697.89,16865.4,0,13,11,0
35967.39,13233.34,0,4,14,0
10565.1,10268.89,0,2,3,0
4546.66,5036.99,0,2,13,0
3134.9,3341.41,0,3,7,0
1412.56,2159.12,0,4,18,0
1185.06,2594.82,0,4,2,0
8240.15,7671.06,0,4,8,0
2886.86,14434.32,0,4,15,0
3080.08,14180.53,0,5,7,0
14540.0,8568.48,0,2,5,0
170046.71,12483.8,0,2,21,0
4911.1,11049.29,0,12,8,0
87779.43,9945.07,0,5,8,1
1857.08,7953.66,0,4,22,0
49357.07,3309.32,0,3,11,0
18180.41,15405.58,0,2,10,0
3596.08,3071.35,0,1,21,0
9893.43,15020.94,0,2,16,0
30857.16,15292.1,0,1,21,0
151803.37,10271.61,0,2,22,1
2264.48,16089.47,0,5,4,0
10075.8,3277.87,0,2,9,0
21140.52,5056.92,0,2,6,0
24877.25,17881.49,1,1,10,0
6827.61,8946.13,0,2,21,0
861.67,3361.87,0,5,11,0
3856.01,12187.43,0,3,20,0
9308.52,9408.01,0,5,22,0
3070.02,2297.69,0,4,17,0
3393.95,3188.16,1,2,11,0
19850.96,16427.14,0,3,21,0
10718.68,13045.17,1,3,9,0
869.61,5464.11,1,3,7,0
2808.83,2846.23,0,5,13,0
14469.97,10582.86,1,7,12,0
8415.58,16276.43,0,2,22,0
10401.42,9019.0,0,5,10,0
35335.33,17245.43,0,3,2,0
10926.72,12369.52,0,5,9,0
115442.86,12365.7,0,2,22,1
11005.44,10168.88,1,4,12,1
13232.85,8163.27,1,2,20,0
4858.09,2217.34,1,4,9,0
3296.43,4407.67,0,2,20,0
7331.83,9118.62,0,2,14,0
69757.19,5434.7,1,10,18,1
1341.56,6903.95,1,2,18,0
27189.82,7058.99,0,8,11,0
1053.93,1525.92,0,12,3,0
13188.47,13982.3,0,1,2,1
14699.69,11935.36,0,7,13,1
414.98,2534.41,0,9,21,0
521.04,1800.81,1,2,10,0
3425.5,3035.77,0,10,7,0
53700.88,9254.27,0,2,5,0
20849.89,13246.64,1,2,11,0
21793.55,14941.99,0,4,22,0
3231.64,3244.18,1,5,12,0
6484.24,11580.82,0,8,19,0
3839.64,6898.16,0,4,18,0
8276.17,7403.05,1,10,16,0
8877.82,4402.23,1,3,8,0
3048.36,15241.81,0,1,17,0
2297.65,5886.85,1,3,19,1
19467.89,17094.95,0,5,0,0
8768.27,10861.09,0,3,13,0
12286.78,15160.75,0,6,21,0
4628.05,2954.77,0,5,16,0
12515.52,12060.86,0,9,13,0
8942.54,6637.89,1,8,12,1
16162.28,17995.3,0,2,12,0
20056.86,13150.63,0,13,11,0
21723.11,14310.58,0,2,20,0
7789.43,5829.16,0,2,17,0
6798.09,8865.45,1,2,12,0
36330.58,4528.3,0,5,20,0
835.53,8684.58,0,10,18,0
6742.86,13877.49,0,4,17,0
11111.51,13255.94,0,5,11,0
3331.1,2296.82,0,5,14,0
11196.94,9674.42,0,14,12,1
15703.0,14798.84,1,3,11,0
5635.32,4915.25,0,4,2,0
81959.68,12774.12,1,15,9,1
5941.42,4834.65,0,2,8,0
20639.34,17791.11,1,3,23,0
7118.88,6233.75,0,2,18,0
8880.45,8564.76,1,2,22,0
8500.44,13446.2,1,2,20,0
6303.58,15935.83,0,1,11,0
2302.16,7358.49,1,6,19,0
5977.54,5173.01,0,5,0,0
15629.22,17005.03,0,2,10,0
17852.71,17837.4,0,3,9,0
22154.07,16476.46,0,2,11,0
11711.99,15949.47,0,3,21,0
15852.62,16583.64,0,3,2,0
1386.82,9218.12,0,2,22,0
13845.55,15686.7,1,5,15,0
6123.88,8480.93,1,4,4,0
1612.4,16183.33,1,2,19,0
8098.81,7858.6,0,1,17,0
5302.12,4486.66,0,3,19,0
40686.43,16944.72,0,2,13,1
12646.64,4798.49,1,2,19,0
9768.13,10613.92,1,3,17,0
5462.25,4386.13,0,2,15,0
20033.67,14736.89,0,3,3,0
15499.91,8798.18,0,5,11,0
8192.82,15379.86,1,2,23,0
10151.9,14973.41,1,8,2,1
17268.71,12522.92,0,3,12,0
5498.99,16903.6,0,2,10,0
36577.54,15481.29,0,5,9,0
688.16,7354.09,1,2,16,0
9316.6,10619.08,0,4,19,0
18689.77,17978.48,1,2,14,0
9451.65,9312.34,0,4,7,0
160831.93,17555.5,0,14,1,1
50046.79,4513.46,0,15,3,1
699.98,3468.81,1,1,11,0
1645.88,7948.45,1,2,18,0
38640.37,7903.36,1,3,9,1
24491.03,17069.98,0,3,8,0
11667.26,7390.79,1,3,2,1
6993.08,6743.23,1,3,10,0
16586.26,15157.72,0,6,12,0
11674.54,17832.08,1,2,7,0
5820.1,3778.02,1,3,7,1
6802.57,4862.39,1,1,6,0
6309.93,5425.51,0,4,16,0
17596.62,15133.05,0,4,19,0
3287.61,3645.41,1,1,18,0
2349.51,9846.21,1,2,3,0
6305.49,15024.1,0,3,4,0
6792.18,9166.49,1,2,12,0
13191.69,9684.08,0,3,16,0
46363.93,9310.46,0,1,2,1
18989.87,1623.47,0,4,1,1
12001.68,12427.44,0,11,21,0
10237.85,9811.41,0,4,6,0
5093.62,6909.39,0,2,19,0
14225.89,10685.61,1,2,15,0
135.86,1768.24,1,4,12,0
14487.12,14575.01,0,2,18,0
15433.46,13036.5,0,3,1,0
1476.6,9799.42,1,4,23,1
7385.44,9157.66,0,5,6,0
2446.57,2997.93,0,3,19,0
4800.77,10115.33,1,14,21,0
17057.49,11414.16,0,2,17,0
3256.83,6275.37,0,7,16,0
4707.29,1559.67,0,5,14,0
38308.9,6717.84,0,2,12,0
9370.46,10624.42,0,2,17,0
4977.43,4803.03,1,4,14,0
17617.64,16066.35,1,3,14,0
11386.19,9171.17,1,2,11,0
10470.56,10793.73,0,3,8,0
6757.33,13021.33,1,7,22,0
10532.76,10123.07,0,6,5,0
17814.82,14094.85,0,3,21,0
747.32,1944.0,1,7,22,0
2637.16,5889.51,1,7,13,0
9555.24,10056.79,0,1,22,0
6018.88,8651.43,0,4,9,0
16494.01,15713.43,0,2,17,0
16395.49,17635.63,0,3,18,0
14453.31,14347.15,0,3,0,0
21335.15,14665.87,0,1,11,0
8991.4,7055.07,0,14,23,0
10433.0,7373.14,0,2,3,0
1369.25,1623.03,0,3,18,0
34575.55,6504.45,0,6,9,0
15477.15,14994.28,0,3,22,0
416.81,4454.28,1,14,9,0
163469.8,17280.64,1,15,12,1
469.32,8318.34,1,3,17,0
10594.08,9936.55,0,8,0,0
51966.78,5710.58,0,2,9,0
4554.52,3907.24,1,4,17,0
2340.41,3613.87,1,3,10,0
79032.36,11841.64,0,3,17,0
16645.33,16838.38,0,5,5,0
12056.39,11115.06,1,6,15,0
6099.13,9726.9,0,2,1,0
2328.2,2198.78,0,5,14,0
1650.69,1639.93,0,3,17,0
49803.0,10040.52,0,3,15,1
8910.76,9420.51,0,2,7,0
8445.8,10136.49,1,2,9,0
6823.08,7541.81,0,13,11,0
4907.44,15973.39,1,4,20,0
2347.69,1580.15,0,2,7,0
45238.01,16241.87,0,3,12,0
15020.4,10974.39,1,10,17,1
672.99,2555.55,0,3,12,0
1619.17,7441.64,0,6,16,0
4928.71,7944.19,0,1,0,0
16952.31,3104.01,0,13,6,1
1505.41,4437.64,0,2,14,0
5398.5,16261.76,0,2,22,0
47980.52,16267.4,0,3,19,0
24090.65,9690.89,0,1,16,0
5145.9,14314.95,0,1,8,0
1636.6,2682.09,0,1,6,0
9223.03,5384.96,0,1,10,0
6983.5,9141.32,1,3,8,0
31692.11,10460.6,1,4,9,0
13685.8,15730.18,0,3,4,0
1186.61,16492.19,1,1,12,0
853.53,11238.22,1,3,1,0
15745.17,6616.98,0,7,21,0
12861.71,17058.27,1,3,12,0
16228.13,10925.34,1,3,8,0
7686.62,7787.09,0,11,11,0
13589.83,3299.3,1,3,14,0
2568.02,1924.11,1,3,21,0
16899.45,14772.47,0,6,9,0
10650.92,9544.04,0,4,5,0
5889.9,14189.72,1,4,5,0
21346.26,17599.04,1,4,13,0
14453.36,15066.52,0,2,8,0
2026.98,16413.73,0,2,12,0
17633.89,12831.44,1,5,1,1
50646.53,11076.71,0,7,8,0
8923.39,6897.35,0,4,18,0
13719.95,11036.1,0,2,20,0
5101.18,17963.51,0,3,8,0
9325.68,5938.09,0,12,3,1
14868.77,12164.22,0,4,18,0
16291.08,11564.22,0,3,14,0
6901.97,8881.84,0,1,9,0
4315.57,12917.89,1,4,4,1
9447.61,6896.12,0,3,0,0
40021.82,12814.91,0,4,18,1
17436.7,17670.21,0,3,10,0
7999.14,7082.04,1,3,14,0
139116.17,9524.91,0,3,14,0
3653.2,9464.47,0,3,5,0
37670.9,17961.19,1,4,4,0
11873.65,12649.85,1,4,8,0
11060.85,13020.14,0,4,18,0
13613.74,13511.25,1,1,12,0
15951.79,6744.36,1,2,7,0
4839.4,4446.97,1,7,20,0
93084.78,7580.84,1,5,21,0
4437.65,3701.38,1,2,21,0
2034.73,3196.16,0,3,8,0
3484.46,4300.0,1,3,21,0
18527.57,11664.89,0,3,18,0
6112.65,12189.98,1,4,18,0
2821.56,2337.35,0,1,14,0
772.74,5872.85,0,5,9,0
2772.79,7097.64,0,8,22,0
15227.3,8107.45,0,9,0,0
11546.74,11297.47,0,2,21,0
18909.56,17052.27,0,2,22,0
16780.53,14172.17,0,6,11,0
12475.02,10538.41,0,2,11,0
16375.26,15658.0,0,2,9,0
3959.15,5367.9,0,2,1,0
12456.96,17379.27,0,3,2,0
21777.1,17147.28,1,2,4,1
209295.62,14407.68,1,2,8,1
22484.99,15860.57,0,15,14,1
51751.32,7132.64,0,2,11,1
11711.31,15145.21,1,4,14,0
84382.17,7795.83,0,3,12,1
11199.47,15332.34,0,3,3,0
1307.4,15473.42,0,8,10,0
12609.14,15609.34,1,1,14,1
109616.42,12103.01,1,2,14,1
21720.59,13811.2,0,1,16,0
14246.8,17943.0,1,4,18,0
11466.68,2396.84,1,5,4,1
549.12,1825.36,0,2,8,0
15996.4,12668.33,0,7,11,0
11667.19,15598.34,0,2,16,0
6035.53,5674.3,0,3,6,0
10652.9,16563.31,0,1,22,0
11087.56,13823.15,0,2,10,0
565.38,7906.27,0,5,7,0
177.77,1929.87,0,15,1,0
17183.49,14153.0,0,6,23,0
47062.01,10382.69,0,3,10,1
14931.56,4099.14,1,3,8,1
6297.89,6481.93,0,4,22,0
21803.82,15317.64,1,2,10,0
85956.39,6088.22,1,10,22,1
3387.36,12093.88,0,5,13,0
11332.1,10135.0,0,1,13,0
14061.59,15747.6,0,4,0,0
6554.25,4571.68,0,1,8,0
3487.44,3556.07,0,2,13,0
60530.16,4324.88,1,2,14,0
12058.69,5120.81,1,2,14,0
10882.93,8202.74,0,1,13,0
20421.84,17412.07,0,2,6,0
10502.56,10807.57,0,4,23,0
697.86,7976.0,0,8,15,0
18621.95,7744.25,0,4,18,0
8707.26,7578.33,1,3,18,0
10487.26,9151.13,0,2,0,0
16936.38,13500.59,0,5,16,0
17599.73,12925.82,0,1,13,0
12295.19,13870.53,0,3,10,0
10318.54,17874.2,0,4,15,0
19332.76,15584.9,1,7,12,0
3736.47,13772.31,0,3,13,0
6150.32,9066.25,0,3,19,0
25263.04,17914.58,0,3,11,0
20056.15,12208.64,1,1,16,1
16176.24,14621.33,0,4,19,0
24185.47,14122.48,0,3,8,0
26986.06,8621.19,0,5,10,0
2558.87,4406.44,0,8,17,0
11641.45,8357.3,1,4,4,0
11017.2,15675.01,0,1,5,0
38799.31,4640.88,1,4,14,0
9011.04,9046.08,0,4,21,0
4674.85,13434.26,0,4,21,0
6519.38,5194.92,0,3,0,0
11623.56,9015.36,0,14,6,0
52609.55,4643.58,0,4,19,1
51919.5,5141.3,0,9,14,0
1707.53,8496.24,0,5,0,0
841.65,3753.97,0,2,20,0
11021.86,10144.93,0,2,11,0
7316.53,5174.4,1,15,10,1
21646.08,6979.67,0,3,18,0
9759.91,10731.6,0,2,18,0
13074.59,15623.38,0,4,23,0
16269.69,17519.2,0,3,17,0
4186.88,3444.42,1,5,5,0
567.63,2838.16,1,3,4,0
2835.37,7216.9,0,1,10,0
25075.72,6203.37,0,2,8,1
74892.8,5621.73,1,5,13,0
76411.8,10706.22,0,3,11,1
13746.97,17084.74,0,4,1,0
19802.16,16004.23,0,2,7,0
17324.98,7649.59,0,3,13,0
57125.79,12020.21,1,7,18,0
6360.6,14632.43,0,2,22,0
4469.67,5740.83,1,1,21,0
4658.51,6969.33,1,11,17,0
14293.05,13565.0,0,1,8,0
7959.41,3682.21,0,4,11,0
4551.13,17602.31,0,3,16,0
42503.84,16671.31,0,1,10,0
2445.22,15361.39,0,5,14,0
28548.26,2573.78,0,1,5,0
12943.88,16122.6,1,15,6,0
11498.91,13737.89,1,2,21,0
5752.27,9058.72,1,5,7,0
15889.73,13579.38,0,5,20,0
10760.59,14254.06,0,2,14,0
18151.85,13061.76,0,4,20,0
5808.89,11496.51,1,13,8,1
21070.26,17451.26,0,3,21,0
5692.9,4522.48,1,1,0,0
10137.14,6472.31,0,1,16,0
14972.06,6825.87,0,4,21,0
3612.84,3702.72,0,15,10,0
43715.07,6164.35,0,3,6,0
11196.02,7050.29,0,1,6,0
5928.55,5928.95,1,3,11,0
166530.89,15643.12,0,4,6,1
3572.76,3528.59,0,3,10,0
18733.3,15308.79,0,1,10,0
4216.61,15915.37,0,15,10,0
2979.5,7145.41,0,1,8,0
28660.62,17594.17,0,5,15,0
4633.54,8502.03,0,3,2,0
13362.11,13054.23,0,6,23,0
5628.61,5115.85,0,6,5,0
68637.67,5171.21,0,1,17,0
5273.48,9184.9,0,9,7,0
12006.25,3553.41,1,2,2,1
5026.32,5579.91,1,1,3,0
15767.62,16635.71,0,1,18,0
1237.7,6030.41,1,4,16,0
2265.94,3172.69,1,4,12,0
93229.03,10642.17,0,1,20,0
1702.27,2544.18,0,3,14,0
1520.23,4403.54,0,10,22,0
42526.0,8979.12,0,4,21,0
9134.0,11682.62,0,3,9,0
20689.46,11931.34,0,8,7,0
17566.19,16949.28,0,2,18,0
13559.71,11021.28,1,6,4,0
579.11,2390.56,1,2,15,0
9019.44,6966.07,1,5,15,0
1354.28,1511.39,0,10,18,0
13940.34,9193.81,1,4,6,0
179577.68,17896.14,1,2,14,1
2114.79,8616.9,0,7,13,0
8846.68,7697.5,1,2,0,0
8553.76,12551.7,0,9,23,0
22941.38,10990.31,0,2,17,0
8341.08,5390.22,0,11,8,0
86618.01,10614.35,0,4,23,0
28723.43,16803.1,0,1,14,0
1642.89,1747.1,1,2,14,0
7543.74,12247.03,0,7,17,0
10698.97,10208.97,0,1,12,0
10822.4,13924.33,0,5,8,0
65220.87,17927.36,1,3,7,0
20377.17,7183.88,0,2,17,0
5836.25,10875.13,1,1,5,1
27354.59,8786.78,0,2,10,0
8229.3,10032.62,0,1,3,0
14577.06,11155.66,1,4,16,0
152047.03,15102.86,0,5,9,1
2943.18,10059.46,0,7,22,0
8041.19,7542.16,0,4,12,0
9547.7,10677.08,1,2,15,0
6325.47,7382.44,0,7,17,0
8529.34,3712.56,0,1,4,0
22175.35,16569.75,1,3,15,0
12986.13,13361.72,1,3,0,0
15702.64,13130.41,0,1,7,0
6042.91,5586.69,0,4,2,0
595.3,9157.48,0,2,18,0
64443.4,4984.42,1,1,15,0
1044.2,10020.74,0,4,0,0
23929.33,7421.52,0,2,20,0
10789.43,11016.39,0,3,3,0
12520.73,10932.51,0,3,8,0
15101.41,12822.51,0,5,19,0
79410.15,15297.6,1,3,7,0
644.47,7153.73,1,2,10,0
8345.25,15720.11,0,4,10,0
23916.47,11204.41,0,3,5,0
2838.92,4428.86,0,1,20,0
166736.65,14355.21,0,3,17,0
6901.07,11390.98,1,10,6,1
8431.55,4261.52,0,4,0,0
981.18,3168.85,1,4,15,0
22214.22,13427.43,0,2,0,0
8316.76,9956.11,0,2,9,0
39952.22,17528.16,1,2,2,0
5590.57,4401.52,0,4,14,0
940.85,3751.76,0,4,7,0
4668.49,12714.07,1,2,2,0
10342.12,10142.41,1,15,17,0
845.88,6253.35,0,2,15,0
15516.81,16357.33,0,10,4,0
2202.72,1539.73,1,3,22,0
9729.69,17966.91,0,3,4,0
168218.28,14329.56,0,8,3,0
23520.19,16621.36,0,3,16,0
3104.88,15043.88,0,2,13,0
2933.79,9526.78,0,11,23,0
13583.85,14482.47,0,4,15,0
80194.93,14597.68,0,1,17,0
1054.91,1731.89,0,4,8,0
527.16,1777.63,0,7,20,0
5963.01,7101.79,0,12,17,0
6004.54,6124.79,1,7,15,0
8436.97,4997.25,0,3,10,0
3650.97,1733.09,0,3,16,0
44831.43,13291.56,1,3,22,0
15492.08,15757.23,1,6,16,0
1767.72,6454.49,1,5,14,0
75672.24,13496.34,1,1,3,1
2502.7,6931.7,0,5,11,0
16586.92,15844.03,0,1,21,0
26652.81,4452.26,0,1,14,0
1212.1,1773.57,1,2,9,0
7229.92,8613.77,0,12,22,0
2134.45,11599.89,1,3,23,0
5827.42,1711.96,0,3,22,0
4650.01,4664.24,0,1,7,0
11726.13,11131.21,0,4,22,0
1532.66,4344.01,1,11,7,0
38136.31,7707.19,0,7,5,1
3135.12,16500.55,0,4,6,0
10957.39,11002.67,0,3,18,0
31242.81,5923.3,0,3,8,0
1174.9,1573.42,0,3,18,0
194731.06,15461.6,0,7,22,1
19068.03,17231.43,0,1,17,0
16421.24,14417.94,0,2,7,0
1277.51,1699.8,0,14,21,0
492.21,1891.01,0,5,3,0
3983.26,11443.57,1,4,17,0
12614.1,14510.57,0,5,6,0
13934.57,9768.92,0,2,3,0
2485.35,8714.82,1,2,7,0
12846.28,11759.6,1,5,10,0
5052.14,14969.89,0,4,4,0
10553.36,8484.15,1,4,13,0
19694.77,13407.02,1,7,20,0
2472.36,16587.43,0,8,19,0
36446.9,11369.77,1,9,4,1
11369.26,15861.4,0,1,17,0
6921.21,16667.94,1,3,16,0
2772.34,8133.79,1,3,9,0
1210.37,17032.18,0,4,22,0
109635.77,7955.23,1,9,1,1
2747.01,14578.28,1,2,17,0
75235.67,11860.41,0,3,2,0
3820.56,4153.63,0,6,15,0
7319.93,7518.34,0,1,18,0
2526.14,12630.7,1,9,7,1
10399.12,7556.55,1,2,10,0
114097.5,10045.0,0,3,9,0
21684.62,16342.25,0,6,22,0
3988.89,6220.11,0,6,16,0
19217.39,13813.65,0,4,23,0
63828.23,4502.14,0,1,12,1
11595.85,11252.78,0,4,15,0
4511.15,7093.63,0,3,12,0
1254.08,2971.72,1,2,14,0
17933.81,11742.2,0,2,10,0
2162.29,2605.31,1,3,20,0
24105.86,14830.65,0,2,7,0
8214.98,12424.46,0,1,2,0
15937.98,12268.36,0,5,1,0
101220.24,10401.76,0,3,14,1
1885.95,5407.18,1,3,0,0
6429.76,9896.42,0,3,4,0
3789.41,3385.34,1,2,23,0
930.67,10163.76,0,1,18,0
40683.41,13006.57,0,2,7,0
9508.55,10925.71,0,2,3,0
9177.74,10577.1,0,2,16,0
8521.22,10026.73,0,2,1,0
3419.39,3427.07,1,2,22,0
2950.0,3844.71,0,1,16,0
34326.87,10449.14,0,5,6,1
19269.72,4691.77,0,14,13,0
6114.6,4561.57,0,3,9,0
3179.87,3154.74,1,10,14,0
69420.57,16774.0,0,2,7,0
8610.2,8954.43,0,8,20,0
3392.73,6880.65,0,2,0,0
2825.31,9403.8,0,6,18,0
57326.49,11621.56,0,11,10,1
80946.62,12343.25,1,3,5,1
4332.82,14478.67,1,3,20,0
5795.06,7497.5,0,6,17,0
6456.33,6964.44,0,2,15,0
3001.57,17442.34,0,3,12,0
4670.04,4498.54,0,3,0,0
10728.95,2871.94,1,3,17,0
455.07,2124.79,0,2,1,0
14758.13,16761.11,1,6,20,0
20993.5,16492.22,0,7,6,0
27015.4,5717.86,0,1,2,0
9389.9,4467.08,0,13,19,1
22345.18,17799.87,0,7,9,0
7400.25,10669.25,0,6,18,0
4159.17,12404.33,0,5,5,1
116174.46,14429.68,0,3,11,0
9184.29,3063.0,0,3,6,0
27723.25,12891.73,0,3,5,0
9816.37,7691.36,1,2,20,0
64754.03,4782.79,1,6,11,1
11852.67,5204.03,0,15,18,0
14014.68,12355.21,0,1,17,0
8717.94,14435.2,1,2,3,0
7670.91,11385.91,0,7,18,0
8808.43,2753.15,0,4,0,1
15190.15,9451.88,1,7,15,0
5388.16,17482.73,1,5,10,0
14235.16,17340.34,0,3,16,0
1485.01,4378.63,0,3,0,0
5191.18,9825.0,1,7,20,1
2361.46,1875.61,0,1,17,0
5210.5,16794.66,0,11,3,1
19492.38,9334.59,0,3,10,0
3008.34,16053.82,1,5,16,0
2571.07,4186.38,1,1,16,0
13067.75,15085.42,0,3,11,0
3625.43,17410.36,1,12,15,1
4074.34,5677.55,0,7,6,0
47791.36,14897.81,0,5,2,0
7907.59,12613.38,1,4,9,0
3239.04,2766.22,0,4,15,0
5953.48,11707.9,0,2,17,0
5581.11,6701.25,0,3,11,0
5764.04,16568.64,0,6,8,0
3002.56,3454.9,0,2,14,0
1989.83,5036.7,0,13,19,0
2068.0,8492.53,0,2,20,0
12377.93,16005.37,1,4,22,0
5196.23,1958.44,1,7,12,1
4114.36,6903.68,1,1,13,0
75221.6,16656.66,1,3,0,0
24893.93,16800.71,0,2,19,0
1683.1,2370.93,0,3,18,0
5837.84,5960.64,0,4,7,0
4796.71,6034.95,0,5,5,1
10668.86,9750.6,0,2,5,0
727.48,2546.51,0,4,9,0
2229.43,10902.7,0,6,13,0
14020.63,14643.86,0,5,19,0
2373.91,2503.69,1,13,18,0
11803.96,14403.09,1,5,12,0
4823.87,14764.17,0,8,19,0
4158.07,10860.23,0,3,9,0
11656.37,6470.73,0,1,11,0
54584.76,3655.65,0,5,16,0
16930.05,13786.66,1,2,6,0
78989.18,6888.88,0,5,16,0
848.27,3964.93,0,3,14,0
11914.81,12216.5,1,1,18,0
5137.55,4609.83,1,4,8,0
2369.68,8224.04,1,12,10,0
3442.15,11722.89,1,1,0,1
4323.9,7293.48,1,6,4,0
28535.06,7015.51,0,13,22,0
2813.64,3101.99,0,5,7,0
2341.41,10638.02,0,2,22,0
18018.38,17822.38,1,5,18,0
13024.4,11038.77,0,2,11,0
4531.08,2708.51,0,4,14,0
6037.89,4435.56,0,4,10,0
94196.43,7585.03,1,6,12,1
12806.35,12921.03,1,1,6,0
10653.42,14724.45,1,3,17,0
32769.72,6605.66,0,3,19,0
14002.88,1777.63,0,2,12,0
2213.57,1851.49,1,2,20,0
9494.78,8476.21,0,3,13,0
3240.93,3189.11,1,2,8,0
